Year,Kommune,Species,Group,Taken game,Taken game group
2014,Hjørring,Grågås,Gæs,174,269
2014,Hjørring,Gås,Gæs,0,269
2014,Hjørring,Kortnæbbet gås,Gæs,37,269
2014,Hjørring,Nilgås,Gæs,1,269
2014,Hjørring,Sædgås,Gæs,0,269
2014,Hjørring,Blishøne,Vadefugle,12,1058
2014,Hjørring,Dobbeltbekkasin,Vadefugle,150,1058
2014,Hjørring,Skovsneppe,Vadefugle,896,1058
2014,Hjørring,Dådyr,Hovdyr,119,3542
2014,Hjørring,Krondyr,Hovdyr,60,3542
2014,Hjørring,Muflon,Hovdyr,1,3542
2014,Hjørring,Rådyr,Hovdyr,3360,3542
2014,Hjørring,Sika,Hovdyr,0,3542
2014,Hjørring,Vildsvin,Hovdyr,2,3542
2014,Hjørring,Hare,Støttetandede,561,565
2014,Hjørring,Kanin,Støttetandede,4,565
2014,Hjørring,Husmår,Rovdyr,87,577
2014,Hjørring,Ilder,Rovdyr,10,577
2014,Hjørring,Mårhund,Rovdyr,2,577
2014,Hjørring,Ræv,Rovdyr,477,577
2014,Hjørring,Sumpbæver,Rovdyr,1,577
2014,Hjørring,Husskade,Kragefugle,516,5048
2014,Hjørring,Krage,Kragefugle,2575,5048
2014,Hjørring,Råge,Kragefugle,1955,5048
2014,Hjørring,Skarv,Kragefugle,2,5048
2014,Hjørring,Måge,Måger,0,40
2014,Hjørring,Sildemåge,Måger,0,40
2014,Hjørring,Svartbag,Måger,0,40
2014,Hjørring,Sølvmåge,Måger,40,40
2014,Hjørring,Ringdue,Duer,2149,2244
2014,Hjørring,Tyrkerdue,Duer,95,2244
2014,Holbæk,Agerhøne,Hønsefugle,1416,36054
2014,Holbæk,Fasan,Hønsefugle,34638,36054
2014,Holbæk,Andre dykænder,Andefugle,0,22390
2014,Holbæk,Andre svømmeænder,Andefugle,0,22390
2014,Holbæk,Atlingand,Andefugle,7,22390
2014,Holbæk,Bjergand,Andefugle,2,22390
2014,Holbæk,Ederfugl,Andefugle,275,22390
2014,Holbæk,Fløjlsand,Andefugle,2,22390
2014,Holbæk,Gråand,Andefugle,18777,22390
2014,Holbæk,Havlit,Andefugle,11,22390
2014,Holbæk,Hvinand,Andefugle,6,22390
2014,Holbæk,Knarand,Andefugle,19,22390
2014,Holbæk,Krikand,Andefugle,2154,22390
2014,Holbæk,Pibeand,Andefugle,965,22390
2014,Holbæk,Skeand,Andefugle,8,22390
2014,Holbæk,Sortand,Andefugle,21,22390
2014,Holbæk,Spidsand,Andefugle,34,22390
2014,Holbæk,Stor skallesluger,Andefugle,0,22390
2014,Holbæk,Taffeland,Andefugle,4,22390
2014,Holbæk,Toppet skallesluger,Andefugle,0,22390
2014,Holbæk,Troldand,Andefugle,105,22390
2014,Holbæk,Blisgås,Gæs,11,1718
2014,Holbæk,Bramgås,Gæs,7,1718
2014,Holbæk,Canadagås,Gæs,744,1718
2014,Holbæk,Grågås,Gæs,937,1718
2014,Holbæk,Gås,Gæs,0,1718
2014,Holbæk,Kortnæbbet gås,Gæs,14,1718
2014,Holbæk,Nilgås,Gæs,0,1718
2014,Holbæk,Sædgås,Gæs,5,1718
2014,Holbæk,Blishøne,Vadefugle,648,1142
2014,Holbæk,Dobbeltbekkasin,Vadefugle,155,1142
2014,Holbæk,Skovsneppe,Vadefugle,339,1142
2014,Holbæk,Dådyr,Hovdyr,111,2680
2014,Holbæk,Krondyr,Hovdyr,128,2680
2014,Holbæk,Muflon,Hovdyr,0,2680
2014,Holbæk,Rådyr,Hovdyr,2435,2680
2014,Holbæk,Sika,Hovdyr,3,2680
2014,Holbæk,Vildsvin,Hovdyr,3,2680
2014,Holbæk,Hare,Støttetandede,1296,1297
2014,Holbæk,Kanin,Støttetandede,1,1297
2014,Holbæk,Husmår,Rovdyr,27,698
2014,Holbæk,Ilder,Rovdyr,100,698
2014,Holbæk,Mårhund,Rovdyr,1,698
2014,Holbæk,Ræv,Rovdyr,570,698
2014,Holbæk,Sumpbæver,Rovdyr,0,698
2014,Holbæk,Husskade,Kragefugle,1238,7832
2014,Holbæk,Krage,Kragefugle,3158,7832
2014,Holbæk,Råge,Kragefugle,3407,7832
2014,Holbæk,Skarv,Kragefugle,29,7832
2014,Holbæk,Måge,Måger,0,74
2014,Holbæk,Sildemåge,Måger,0,74
2014,Holbæk,Svartbag,Måger,0,74
2014,Holbæk,Sølvmåge,Måger,74,74
2014,Holbæk,Ringdue,Duer,10999,11328
2014,Holbæk,Tyrkerdue,Duer,329,11328
2014,Holstebro,Agerhøne,Hønsefugle,124,2240
2014,Holstebro,Fasan,Hønsefugle,2116,2240
2014,Holstebro,Andre dykænder,Andefugle,0,6541
2014,Holstebro,Andre svømmeænder,Andefugle,0,6541
2014,Holstebro,Atlingand,Andefugle,1,6541
2014,Holstebro,Bjergand,Andefugle,4,6541
2014,Holstebro,Ederfugl,Andefugle,61,6541
2014,Holstebro,Fløjlsand,Andefugle,3,6541
2014,Holstebro,Gråand,Andefugle,3346,6541
2014,Holstebro,Havlit,Andefugle,6,6541
2014,Holstebro,Hvinand,Andefugle,267,6541
2014,Holstebro,Knarand,Andefugle,76,6541
2014,Holstebro,Krikand,Andefugle,2258,6541
2014,Holstebro,Pibeand,Andefugle,375,6541
2014,Holstebro,Skeand,Andefugle,31,6541
2014,Holstebro,Sortand,Andefugle,31,6541
2014,Holstebro,Spidsand,Andefugle,55,6541
2014,Holstebro,Stor skallesluger,Andefugle,0,6541
2014,Holstebro,Taffeland,Andefugle,13,6541
2014,Holstebro,Toppet skallesluger,Andefugle,0,6541
2014,Holstebro,Troldand,Andefugle,14,6541
2014,Holstebro,Blisgås,Gæs,3,611
2014,Holstebro,Bramgås,Gæs,3,611
2014,Holstebro,Canadagås,Gæs,11,611
2014,Holstebro,Grågås,Gæs,337,611
2014,Holstebro,Gås,Gæs,0,611
2014,Holstebro,Kortnæbbet gås,Gæs,244,611
2014,Holstebro,Nilgås,Gæs,1,611
2014,Holstebro,Sædgås,Gæs,12,611
2014,Holstebro,Blishøne,Vadefugle,6,1303
2014,Holstebro,Dobbeltbekkasin,Vadefugle,328,1303
2014,Holstebro,Skovsneppe,Vadefugle,969,1303
2014,Holstebro,Dådyr,Hovdyr,62,2867
2014,Holstebro,Krondyr,Hovdyr,611,2867
2014,Holstebro,Muflon,Hovdyr,0,2867
2014,Holstebro,Rådyr,Hovdyr,2177,2867
2014,Holstebro,Sika,Hovdyr,0,2867
2014,Holstebro,Vildsvin,Hovdyr,17,2867
2014,Holstebro,Hare,Støttetandede,566,567
2014,Holstebro,Kanin,Støttetandede,1,567
2014,Holstebro,Husmår,Rovdyr,22,640
2014,Holstebro,Ilder,Rovdyr,5,640
2014,Holstebro,Mårhund,Rovdyr,24,640
2014,Holstebro,Ræv,Rovdyr,589,640
2014,Holstebro,Sumpbæver,Rovdyr,0,640
2014,Holstebro,Husskade,Kragefugle,379,2095
2014,Holstebro,Krage,Kragefugle,1066,2095
2014,Holstebro,Råge,Kragefugle,484,2095
2014,Holstebro,Skarv,Kragefugle,166,2095
2014,Holstebro,Måge,Måger,0,201
2014,Holstebro,Sildemåge,Måger,0,201
2014,Holstebro,Svartbag,Måger,0,201
2014,Holstebro,Sølvmåge,Måger,201,201
2014,Holstebro,Ringdue,Duer,1057,1109
2014,Holstebro,Tyrkerdue,Duer,52,1109
2014,Horsens,Agerhøne,Hønsefugle,249,10275
2014,Horsens,Fasan,Hønsefugle,10026,10275
2014,Horsens,Andre dykænder,Andefugle,0,8231
2014,Horsens,Andre svømmeænder,Andefugle,0,8231
2014,Horsens,Atlingand,Andefugle,3,8231
2014,Horsens,Bjergand,Andefugle,3,8231
2014,Horsens,Ederfugl,Andefugle,926,8231
2014,Horsens,Fløjlsand,Andefugle,12,8231
2014,Horsens,Gråand,Andefugle,6018,8231
2014,Horsens,Havlit,Andefugle,14,8231
2014,Horsens,Hvinand,Andefugle,279,8231
2014,Horsens,Knarand,Andefugle,9,8231
2014,Horsens,Krikand,Andefugle,595,8231
2014,Horsens,Pibeand,Andefugle,267,8231
2014,Horsens,Skeand,Andefugle,7,8231
2014,Horsens,Sortand,Andefugle,49,8231
2014,Horsens,Spidsand,Andefugle,26,8231
2014,Horsens,Stor skallesluger,Andefugle,0,8231
2014,Horsens,Taffeland,Andefugle,0,8231
2014,Horsens,Toppet skallesluger,Andefugle,0,8231
2014,Horsens,Troldand,Andefugle,23,8231
2014,Horsens,Blisgås,Gæs,4,642
2014,Horsens,Bramgås,Gæs,0,642
2014,Horsens,Canadagås,Gæs,7,642
2014,Horsens,Grågås,Gæs,624,642
2014,Horsens,Gås,Gæs,0,642
2014,Horsens,Kortnæbbet gås,Gæs,5,642
2014,Horsens,Nilgås,Gæs,0,642
2014,Horsens,Sædgås,Gæs,2,642
2014,Horsens,Blishøne,Vadefugle,273,732
2014,Horsens,Dobbeltbekkasin,Vadefugle,87,732
2014,Horsens,Skovsneppe,Vadefugle,372,732
2014,Horsens,Dådyr,Hovdyr,25,1723
2014,Horsens,Krondyr,Hovdyr,123,1723
2014,Horsens,Muflon,Hovdyr,0,1723
2014,Horsens,Rådyr,Hovdyr,1571,1723
2014,Horsens,Sika,Hovdyr,1,1723
2014,Horsens,Vildsvin,Hovdyr,3,1723
2014,Horsens,Hare,Støttetandede,464,545
2014,Horsens,Kanin,Støttetandede,81,545
2014,Horsens,Husmår,Rovdyr,20,480
2014,Horsens,Ilder,Rovdyr,6,480
2014,Horsens,Mårhund,Rovdyr,1,480
2014,Horsens,Ræv,Rovdyr,453,480
2014,Horsens,Sumpbæver,Rovdyr,0,480
2014,Horsens,Husskade,Kragefugle,277,2895
2014,Horsens,Krage,Kragefugle,981,2895
2014,Horsens,Råge,Kragefugle,1634,2895
2014,Horsens,Skarv,Kragefugle,3,2895
2014,Horsens,Måge,Måger,0,9
2014,Horsens,Sildemåge,Måger,0,9
2014,Horsens,Svartbag,Måger,0,9
2014,Horsens,Sølvmåge,Måger,9,9
2014,Horsens,Ringdue,Duer,2005,2023
2014,Horsens,Tyrkerdue,Duer,18,2023
2014,Hvidovre,Agerhøne,Hønsefugle,2,10
2014,Hvidovre,Fasan,Hønsefugle,8,10
2014,Hvidovre,Andre dykænder,Andefugle,0,25
2014,Hvidovre,Andre svømmeænder,Andefugle,0,25
2014,Hvidovre,Atlingand,Andefugle,0,25
2014,Hvidovre,Bjergand,Andefugle,0,25
2014,Hvidovre,Ederfugl,Andefugle,21,25
2014,Hvidovre,Fløjlsand,Andefugle,0,25
2014,Hvidovre,Gråand,Andefugle,3,25
2014,Hvidovre,Havlit,Andefugle,1,25
2014,Hvidovre,Hvinand,Andefugle,0,25
2014,Hvidovre,Knarand,Andefugle,0,25
2014,Hvidovre,Krikand,Andefugle,0,25
2014,Hvidovre,Pibeand,Andefugle,0,25
2014,Hvidovre,Skeand,Andefugle,0,25
2014,Hvidovre,Sortand,Andefugle,0,25
2014,Hvidovre,Spidsand,Andefugle,0,25
2014,Hvidovre,Stor skallesluger,Andefugle,0,25
2014,Hvidovre,Taffeland,Andefugle,0,25
2014,Hvidovre,Toppet skallesluger,Andefugle,0,25
2014,Hvidovre,Troldand,Andefugle,0,25
2014,Hvidovre,Blisgås,Gæs,0,0
2014,Hvidovre,Bramgås,Gæs,0,0
2014,Hvidovre,Canadagås,Gæs,0,0
2014,Hvidovre,Grågås,Gæs,0,0
2014,Hvidovre,Gås,Gæs,0,0
2014,Hvidovre,Kortnæbbet gås,Gæs,0,0
2014,Hvidovre,Nilgås,Gæs,0,0
2014,Hvidovre,Sædgås,Gæs,0,0
2014,Hvidovre,Blishøne,Vadefugle,0,0
2014,Hvidovre,Dobbeltbekkasin,Vadefugle,0,0
2014,Hvidovre,Skovsneppe,Vadefugle,0,0
2014,Hvidovre,Dådyr,Hovdyr,0,4
2014,Hvidovre,Krondyr,Hovdyr,0,4
2014,Hvidovre,Muflon,Hovdyr,0,4
2014,Hvidovre,Rådyr,Hovdyr,4,4
2014,Hvidovre,Sika,Hovdyr,0,4
2014,Hvidovre,Vildsvin,Hovdyr,0,4
2014,Hvidovre,Hare,Støttetandede,0,0
2014,Hvidovre,Kanin,Støttetandede,0,0
2014,Hvidovre,Husmår,Rovdyr,0,0
2014,Hvidovre,Ilder,Rovdyr,0,0
2014,Hvidovre,Mårhund,Rovdyr,0,0
2014,Hvidovre,Ræv,Rovdyr,0,0
2014,Hvidovre,Sumpbæver,Rovdyr,0,0
2014,Hvidovre,Husskade,Kragefugle,17,17
2014,Hvidovre,Krage,Kragefugle,0,17
2014,Hvidovre,Råge,Kragefugle,0,17
2014,Hvidovre,Skarv,Kragefugle,0,17
2014,Hvidovre,Måge,Måger,0,0
2014,Hvidovre,Sildemåge,Måger,0,0
2014,Hvidovre,Svartbag,Måger,0,0
2014,Hvidovre,Sølvmåge,Måger,0,0
2014,Hvidovre,Ringdue,Duer,11,11
2014,Hvidovre,Tyrkerdue,Duer,0,11
2014,Høje-Taastrup,Agerhøne,Hønsefugle,5,483
2014,Høje-Taastrup,Fasan,Hønsefugle,478,483
2014,Høje-Taastrup,Andre dykænder,Andefugle,0,555
2014,Høje-Taastrup,Andre svømmeænder,Andefugle,0,555
2014,Høje-Taastrup,Atlingand,Andefugle,0,555
2014,Høje-Taastrup,Bjergand,Andefugle,0,555
2014,Høje-Taastrup,Ederfugl,Andefugle,0,555
2014,Høje-Taastrup,Fløjlsand,Andefugle,0,555
2014,Høje-Taastrup,Gråand,Andefugle,507,555
2014,Høje-Taastrup,Havlit,Andefugle,0,555
2014,Høje-Taastrup,Hvinand,Andefugle,0,555
2014,Høje-Taastrup,Knarand,Andefugle,0,555
2014,Høje-Taastrup,Krikand,Andefugle,43,555
2014,Høje-Taastrup,Pibeand,Andefugle,0,555
2014,Høje-Taastrup,Skeand,Andefugle,0,555
2014,Høje-Taastrup,Sortand,Andefugle,0,555
2014,Høje-Taastrup,Spidsand,Andefugle,1,555
2014,Høje-Taastrup,Stor skallesluger,Andefugle,0,555
2014,Høje-Taastrup,Taffeland,Andefugle,0,555
2014,Høje-Taastrup,Toppet skallesluger,Andefugle,0,555
2014,Høje-Taastrup,Troldand,Andefugle,4,555
2014,Høje-Taastrup,Blisgås,Gæs,0,32
2014,Høje-Taastrup,Bramgås,Gæs,0,32
2014,Høje-Taastrup,Canadagås,Gæs,7,32
2014,Høje-Taastrup,Grågås,Gæs,25,32
2014,Høje-Taastrup,Gås,Gæs,0,32
2014,Høje-Taastrup,Kortnæbbet gås,Gæs,0,32
2014,Høje-Taastrup,Nilgås,Gæs,0,32
2014,Høje-Taastrup,Sædgås,Gæs,0,32
2014,Høje-Taastrup,Blishøne,Vadefugle,7,23
2014,Høje-Taastrup,Dobbeltbekkasin,Vadefugle,3,23
2014,Høje-Taastrup,Skovsneppe,Vadefugle,13,23
2014,Høje-Taastrup,Dådyr,Hovdyr,4,160
2014,Høje-Taastrup,Krondyr,Hovdyr,0,160
2014,Høje-Taastrup,Muflon,Hovdyr,0,160
2014,Høje-Taastrup,Rådyr,Hovdyr,156,160
2014,Høje-Taastrup,Sika,Hovdyr,0,160
2014,Høje-Taastrup,Vildsvin,Hovdyr,0,160
2014,Høje-Taastrup,Hare,Støttetandede,47,47
2014,Høje-Taastrup,Kanin,Støttetandede,0,47
2014,Høje-Taastrup,Husmår,Rovdyr,0,41
2014,Høje-Taastrup,Ilder,Rovdyr,0,41
2014,Høje-Taastrup,Mårhund,Rovdyr,0,41
2014,Høje-Taastrup,Ræv,Rovdyr,41,41
2014,Høje-Taastrup,Sumpbæver,Rovdyr,0,41
2014,Høje-Taastrup,Husskade,Kragefugle,205,441
2014,Høje-Taastrup,Krage,Kragefugle,181,441
2014,Høje-Taastrup,Råge,Kragefugle,17,441
2014,Høje-Taastrup,Skarv,Kragefugle,38,441
2014,Høje-Taastrup,Måge,Måger,0,7
2014,Høje-Taastrup,Sildemåge,Måger,0,7
2014,Høje-Taastrup,Svartbag,Måger,0,7
2014,Høje-Taastrup,Sølvmåge,Måger,7,7
2014,Høje-Taastrup,Ringdue,Duer,1804,1902
2014,Høje-Taastrup,Tyrkerdue,Duer,98,1902
2014,Hørsholm,Agerhøne,Hønsefugle,0,150
2014,Hørsholm,Fasan,Hønsefugle,150,150
2014,Hørsholm,Andre dykænder,Andefugle,0,263
2014,Hørsholm,Andre svømmeænder,Andefugle,0,263
2014,Hørsholm,Atlingand,Andefugle,0,263
2014,Hørsholm,Bjergand,Andefugle,0,263
2014,Hørsholm,Ederfugl,Andefugle,0,263
2014,Hørsholm,Fløjlsand,Andefugle,0,263
2014,Hørsholm,Gråand,Andefugle,255,263
2014,Hørsholm,Havlit,Andefugle,0,263
2014,Hørsholm,Hvinand,Andefugle,0,263
2014,Hørsholm,Knarand,Andefugle,2,263
2014,Hørsholm,Krikand,Andefugle,5,263
2014,Hørsholm,Pibeand,Andefugle,1,263
2014,Hørsholm,Skeand,Andefugle,0,263
2014,Hørsholm,Sortand,Andefugle,0,263
2014,Hørsholm,Spidsand,Andefugle,0,263
2014,Hørsholm,Stor skallesluger,Andefugle,0,263
2014,Hørsholm,Taffeland,Andefugle,0,263
2014,Hørsholm,Toppet skallesluger,Andefugle,0,263
2014,Hørsholm,Troldand,Andefugle,0,263
2014,Hørsholm,Blisgås,Gæs,0,2
2014,Hørsholm,Bramgås,Gæs,0,2
2014,Hørsholm,Canadagås,Gæs,0,2
2014,Hørsholm,Grågås,Gæs,2,2
2014,Hørsholm,Gås,Gæs,0,2
2014,Hørsholm,Kortnæbbet gås,Gæs,0,2
2014,Hørsholm,Nilgås,Gæs,0,2
2014,Hørsholm,Sædgås,Gæs,0,2
2014,Hørsholm,Blishøne,Vadefugle,0,2
2014,Hørsholm,Dobbeltbekkasin,Vadefugle,0,2
2014,Hørsholm,Skovsneppe,Vadefugle,2,2
2014,Hørsholm,Dådyr,Hovdyr,1,100
2014,Hørsholm,Krondyr,Hovdyr,0,100
2014,Hørsholm,Muflon,Hovdyr,0,100
2014,Hørsholm,Rådyr,Hovdyr,99,100
2014,Hørsholm,Sika,Hovdyr,0,100
2014,Hørsholm,Vildsvin,Hovdyr,0,100
2014,Hørsholm,Hare,Støttetandede,9,9
2014,Hørsholm,Kanin,Støttetandede,0,9
2014,Hørsholm,Husmår,Rovdyr,0,24
2014,Hørsholm,Ilder,Rovdyr,0,24
2014,Hørsholm,Mårhund,Rovdyr,0,24
2014,Hørsholm,Ræv,Rovdyr,24,24
2014,Hørsholm,Sumpbæver,Rovdyr,0,24
2014,Hørsholm,Husskade,Kragefugle,11,20
2014,Hørsholm,Krage,Kragefugle,9,20
2014,Hørsholm,Råge,Kragefugle,0,20
2014,Hørsholm,Skarv,Kragefugle,0,20
2014,Hørsholm,Måge,Måger,0,0
2014,Hørsholm,Sildemåge,Måger,0,0
2014,Hørsholm,Svartbag,Måger,0,0
2014,Hørsholm,Sølvmåge,Måger,0,0
2014,Hørsholm,Ringdue,Duer,194,194
2014,Hørsholm,Tyrkerdue,Duer,0,194
2014,Ikast-Brande,Agerhøne,Hønsefugle,530,4520
2014,Ikast-Brande,Fasan,Hønsefugle,3990,4520
2014,Ikast-Brande,Andre dykænder,Andefugle,0,3459
2014,Ikast-Brande,Andre svømmeænder,Andefugle,0,3459
2014,Ikast-Brande,Atlingand,Andefugle,0,3459
2014,Ikast-Brande,Bjergand,Andefugle,0,3459
2014,Ikast-Brande,Ederfugl,Andefugle,74,3459
2014,Ikast-Brande,Fløjlsand,Andefugle,1,3459
2014,Ikast-Brande,Gråand,Andefugle,2845,3459
2014,Ikast-Brande,Havlit,Andefugle,0,3459
2014,Ikast-Brande,Hvinand,Andefugle,3,3459
2014,Ikast-Brande,Knarand,Andefugle,0,3459
2014,Ikast-Brande,Krikand,Andefugle,442,3459
2014,Ikast-Brande,Pibeand,Andefugle,77,3459
2014,Ikast-Brande,Skeand,Andefugle,6,3459
2014,Ikast-Brande,Sortand,Andefugle,0,3459
2014,Ikast-Brande,Spidsand,Andefugle,6,3459
2014,Ikast-Brande,Stor skallesluger,Andefugle,0,3459
2014,Ikast-Brande,Taffeland,Andefugle,0,3459
2014,Ikast-Brande,Toppet skallesluger,Andefugle,0,3459
2014,Ikast-Brande,Troldand,Andefugle,5,3459
2014,Ikast-Brande,Blisgås,Gæs,1,113
2014,Ikast-Brande,Bramgås,Gæs,0,113
2014,Ikast-Brande,Canadagås,Gæs,1,113
2014,Ikast-Brande,Grågås,Gæs,82,113
2014,Ikast-Brande,Gås,Gæs,0,113
2014,Ikast-Brande,Kortnæbbet gås,Gæs,26,113
2014,Ikast-Brande,Nilgås,Gæs,3,113
2014,Ikast-Brande,Sædgås,Gæs,0,113
2014,Ikast-Brande,Blishøne,Vadefugle,1,723
2014,Ikast-Brande,Dobbeltbekkasin,Vadefugle,159,723
2014,Ikast-Brande,Skovsneppe,Vadefugle,563,723
2014,Ikast-Brande,Dådyr,Hovdyr,18,2755
2014,Ikast-Brande,Krondyr,Hovdyr,606,2755
2014,Ikast-Brande,Muflon,Hovdyr,5,2755
2014,Ikast-Brande,Rådyr,Hovdyr,2113,2755
2014,Ikast-Brande,Sika,Hovdyr,6,2755
2014,Ikast-Brande,Vildsvin,Hovdyr,7,2755
2014,Ikast-Brande,Hare,Støttetandede,663,663
2014,Ikast-Brande,Kanin,Støttetandede,0,663
2014,Ikast-Brande,Husmår,Rovdyr,24,613
2014,Ikast-Brande,Ilder,Rovdyr,5,613
2014,Ikast-Brande,Mårhund,Rovdyr,4,613
2014,Ikast-Brande,Ræv,Rovdyr,580,613
2014,Ikast-Brande,Sumpbæver,Rovdyr,0,613
2014,Ikast-Brande,Husskade,Kragefugle,493,1715
2014,Ikast-Brande,Krage,Kragefugle,828,1715
2014,Ikast-Brande,Råge,Kragefugle,394,1715
2014,Ikast-Brande,Skarv,Kragefugle,0,1715
2014,Ikast-Brande,Måge,Måger,0,6
2014,Ikast-Brande,Sildemåge,Måger,0,6
2014,Ikast-Brande,Svartbag,Måger,0,6
2014,Ikast-Brande,Sølvmåge,Måger,6,6
2014,Ikast-Brande,Ringdue,Duer,1258,1284
2014,Ikast-Brande,Tyrkerdue,Duer,26,1284
2014,Ingen kommuneangivelse,Agerhøne,Hønsefugle,21,52
2014,Ingen kommuneangivelse,Fasan,Hønsefugle,31,52
2014,Ingen kommuneangivelse,Andre dykænder,Andefugle,0,9
2014,Ingen kommuneangivelse,Andre svømmeænder,Andefugle,0,9
2014,Ingen kommuneangivelse,Atlingand,Andefugle,0,9
2014,Ingen kommuneangivelse,Bjergand,Andefugle,0,9
2014,Ingen kommuneangivelse,Ederfugl,Andefugle,5,9
2014,Ingen kommuneangivelse,Fløjlsand,Andefugle,0,9
2014,Ingen kommuneangivelse,Gråand,Andefugle,4,9
2014,Ingen kommuneangivelse,Havlit,Andefugle,0,9
2014,Ingen kommuneangivelse,Hvinand,Andefugle,0,9
2014,Ingen kommuneangivelse,Knarand,Andefugle,0,9
2014,Ingen kommuneangivelse,Krikand,Andefugle,0,9
2014,Ingen kommuneangivelse,Pibeand,Andefugle,0,9
2014,Ingen kommuneangivelse,Skeand,Andefugle,0,9
2014,Ingen kommuneangivelse,Sortand,Andefugle,0,9
2014,Ingen kommuneangivelse,Spidsand,Andefugle,0,9
2014,Ingen kommuneangivelse,Stor skallesluger,Andefugle,0,9
2014,Ingen kommuneangivelse,Taffeland,Andefugle,0,9
2014,Ingen kommuneangivelse,Toppet skallesluger,Andefugle,0,9
2014,Ingen kommuneangivelse,Troldand,Andefugle,0,9
2014,Ingen kommuneangivelse,Blisgås,Gæs,0,4
2014,Ingen kommuneangivelse,Bramgås,Gæs,0,4
2014,Ingen kommuneangivelse,Canadagås,Gæs,4,4
2014,Ingen kommuneangivelse,Grågås,Gæs,0,4
2014,Ingen kommuneangivelse,Gås,Gæs,0,4
2014,Ingen kommuneangivelse,Kortnæbbet gås,Gæs,0,4
2014,Ingen kommuneangivelse,Nilgås,Gæs,0,4
2014,Ingen kommuneangivelse,Sædgås,Gæs,0,4
2014,Ingen kommuneangivelse,Blishøne,Vadefugle,0,0
2014,Ingen kommuneangivelse,Dobbeltbekkasin,Vadefugle,0,0
2014,Ingen kommuneangivelse,Skovsneppe,Vadefugle,0,0
2014,Ingen kommuneangivelse,Dådyr,Hovdyr,5,7
2014,Ingen kommuneangivelse,Krondyr,Hovdyr,2,7
2014,Ingen kommuneangivelse,Muflon,Hovdyr,0,7
2014,Ingen kommuneangivelse,Rådyr,Hovdyr,0,7
2014,Ingen kommuneangivelse,Sika,Hovdyr,0,7
2014,Ingen kommuneangivelse,Vildsvin,Hovdyr,0,7
2014,Ingen kommuneangivelse,Hare,Støttetandede,23,23
2014,Ingen kommuneangivelse,Kanin,Støttetandede,0,23
2014,Ingen kommuneangivelse,Husmår,Rovdyr,0,2
2014,Ingen kommuneangivelse,Ilder,Rovdyr,0,2
2014,Ingen kommuneangivelse,Mårhund,Rovdyr,0,2
2014,Ingen kommuneangivelse,Ræv,Rovdyr,2,2
2014,Ingen kommuneangivelse,Sumpbæver,Rovdyr,0,2
2014,Ingen kommuneangivelse,Husskade,Kragefugle,0,7
2014,Ingen kommuneangivelse,Krage,Kragefugle,6,7
2014,Ingen kommuneangivelse,Råge,Kragefugle,0,7
2014,Ingen kommuneangivelse,Skarv,Kragefugle,1,7
2014,Ingen kommuneangivelse,Måge,Måger,0,0
2014,Ingen kommuneangivelse,Sildemåge,Måger,0,0
2014,Ingen kommuneangivelse,Svartbag,Måger,0,0
2014,Ingen kommuneangivelse,Sølvmåge,Måger,0,0
2014,Ingen kommuneangivelse,Ringdue,Duer,0,0
2014,Ingen kommuneangivelse,Tyrkerdue,Duer,0,0
2014,Ishøj,Agerhøne,Hønsefugle,13,205
2014,Ishøj,Fasan,Hønsefugle,192,205
2014,Ishøj,Andre dykænder,Andefugle,0,268
2014,Ishøj,Andre svømmeænder,Andefugle,0,268
2014,Ishøj,Atlingand,Andefugle,0,268
2014,Ishøj,Bjergand,Andefugle,0,268
2014,Ishøj,Ederfugl,Andefugle,25,268
2014,Ishøj,Fløjlsand,Andefugle,0,268
2014,Ishøj,Gråand,Andefugle,226,268
2014,Ishøj,Havlit,Andefugle,0,268
2014,Ishøj,Hvinand,Andefugle,0,268
2014,Ishøj,Knarand,Andefugle,0,268
2014,Ishøj,Krikand,Andefugle,16,268
2014,Ishøj,Pibeand,Andefugle,0,268
2014,Ishøj,Skeand,Andefugle,0,268
2014,Ishøj,Sortand,Andefugle,0,268
2014,Ishøj,Spidsand,Andefugle,0,268
2014,Ishøj,Stor skallesluger,Andefugle,0,268
2014,Ishøj,Taffeland,Andefugle,0,268
2014,Ishøj,Toppet skallesluger,Andefugle,0,268
2014,Ishøj,Troldand,Andefugle,1,268
2014,Ishøj,Blisgås,Gæs,0,53
2014,Ishøj,Bramgås,Gæs,0,53
2014,Ishøj,Canadagås,Gæs,12,53
2014,Ishøj,Grågås,Gæs,41,53
2014,Ishøj,Gås,Gæs,0,53
2014,Ishøj,Kortnæbbet gås,Gæs,0,53
2014,Ishøj,Nilgås,Gæs,0,53
2014,Ishøj,Sædgås,Gæs,0,53
2014,Ishøj,Blishøne,Vadefugle,0,1
2014,Ishøj,Dobbeltbekkasin,Vadefugle,0,1
2014,Ishøj,Skovsneppe,Vadefugle,1,1
2014,Ishøj,Dådyr,Hovdyr,0,22
2014,Ishøj,Krondyr,Hovdyr,0,22
2014,Ishøj,Muflon,Hovdyr,0,22
2014,Ishøj,Rådyr,Hovdyr,22,22
2014,Ishøj,Sika,Hovdyr,0,22
2014,Ishøj,Vildsvin,Hovdyr,0,22
2014,Ishøj,Hare,Støttetandede,10,10
2014,Ishøj,Kanin,Støttetandede,0,10
2014,Ishøj,Husmår,Rovdyr,0,18
